SGG_NM,CNTRCT_DE,RENT_GTN
구로구,2022-11-04,36848.33333
구로구,2022-11-05,36204.16667
구로구,2022-11-06,25500
구로구,2022-11-07,36107.14286
구로구,2022-11-08,24237.5
구로구,2022-11-09,43233.33333
구로구,2022-11-10,27779.65
구로구,2022-11-11,33487.38889
구로구,2022-11-12,36726.19048
구로구,2022-11-13,31500
구로구,2022-11-14,31154.61538
구로구,2022-11-15,37782.14286
구로구,2022-11-16,35639.33333
구로구,2022-11-17,34060
구로구,2022-11-18,33516.66667
구로구,2022-11-19,31729.41176
구로구,2022-11-20,43000
구로구,2022-11-21,31522.22222
구로구,2022-11-22,35435
구로구,2022-11-23,21572.72727
구로구,2022-11-24,28181.81818
구로구,2022-11-25,26230.9375
구로구,2022-11-26,36976.89655
구로구,2022-11-27,33000
구로구,2022-11-28,27868.18182
구로구,2022-11-29,33255.23077
구로구,2022-11-30,30282.41176
구로구,2022-12-01,27571.42857
구로구,2022-12-02,35961.53846
구로구,2022-12-03,47160
구로구,2022-12-04,36675
구로구,2022-12-05,39363.63636
구로구,2022-12-06,24567.27273
구로구,2022-12-07,31750
구로구,2022-12-08,29322.22222
구로구,2022-12-09,34213.21429
구로구,2022-12-10,38906.66667
구로구,2022-12-11,39750
구로구,2022-12-12,32664.66667
구로구,2022-12-13,28836.15385
구로구,2022-12-14,27494
구로구,2022-12-15,28197.72727
구로구,2022-12-16,36077
구로구,2022-12-17,36546.08696
구로구,2022-12-18,38894
구로구,2022-12-19,26101.38462
구로구,2022-12-20,35035.53846
구로구,2022-12-21,22641.5
구로구,2022-12-22,35305.75
구로구,2022-12-23,28836.55556
구로구,2022-12-24,32668.57143
구로구,2022-12-25,25250
구로구,2022-12-26,46500
구로구,2022-12-27,26471.42857
구로구,2022-12-28,31983.33333
구로구,2022-12-29,32583.33333
구로구,2022-12-30,39987.5
구로구,2022-12-31,44925
구로구,2023-01-02,43271.875
구로구,2023-01-03,36070
구로구,2023-01-04,38209.14286
구로구,2023-01-05,28375
구로구,2023-01-06,39155.55556
구로구,2023-01-07,34409.09091
구로구,2023-01-09,37239.46154
구로구,2023-01-10,28950
구로구,2023-01-11,29237.5
구로구,2023-01-12,35830.07692
구로구,2023-01-13,33442.4
구로구,2023-01-14,37375
구로구,2023-01-15,30000
구로구,2023-01-16,34611.11111
구로구,2023-01-17,25350
구로구,2023-01-18,34275
구로구,2023-01-19,34790.71429
구로구,2023-01-20,40954.54545
구로구,2023-01-23,38000
구로구,2023-01-24,30000
구로구,2023-01-25,35757.14286
구로구,2023-01-26,44925
구로구,2023-01-27,25187.5
구로구,2023-01-28,54923
구로구,2023-01-30,30000
금천구,2022-01-02,16833.33333
금천구,2022-01-03,25485.71429
금천구,2022-01-04,22563.63636
금천구,2022-01-05,24683.33333
금천구,2022-01-06,28740
금천구,2022-01-07,26964.70588
금천구,2022-01-08,23976.33333
금천구,2022-01-09,27504
금천구,2022-01-10,33019.44444
금천구,2022-01-11,24850
금천구,2022-01-12,32213.63636
금천구,2022-01-13,27733.33333
금천구,2022-01-14,25170.22222
금천구,2022-01-15,35992.04545
금천구,2022-01-16,18750
금천구,2022-01-17,31318.88889
금천구,2022-01-18,23313.63636
금천구,2022-01-19,42333.33333
금천구,2022-01-20,28975
금천구,2022-01-21,26485
금천구,2022-01-22,26106.25
금천구,2022-01-23,21169.23077
금천구,2022-01-24,24531.11111
금천구,2022-01-25,26521.42857
금천구,2022-01-26,24866.66667
금천구,2022-01-27,32522.8125
금천구,2022-01-28,37718.46154
금천구,2022-01-29,38645.83333
금천구,2022-01-30,40083.33333
금천구,2022-02-01,35000
금천구,2022-02-03,26421.42857
금천구,2022-02-04,29656.25
금천구,2022-02-05,28006.87879
금천구,2022-02-06,20422.27273
금천구,2022-02-07,30603.33333
금천구,2022-02-08,25603.33333
금천구,2022-02-09,25555.58824
금천구,2022-02-10,26380.92857
금천구,2022-02-11,33116.66667
금천구,2022-02-12,24722.88235
금천구,2022-02-13,27443.63636
금천구,2022-02-14,35519.64286
금천구,2022-02-15,23228.61111
금천구,2022-02-16,21329.16667
금천구,2022-02-17,31843.33333
금천구,2022-02-18,32146
금천구,2022-02-19,32386.85714
금천구,2022-02-20,25555
금천구,2022-02-21,27414.16667
금천구,2022-02-22,25233.07692
금천구,2022-02-23,24535.41667
금천구,2022-02-24,28471
금천구,2022-02-25,27567.5
금천구,2022-02-26,27736.19048
금천구,2022-02-27,29883.33333
금천구,2022-02-28,18250
금천구,2022-03-01,39666.66667
금천구,2022-03-02,25639.28571
금천구,2022-03-03,24046.78571
금천구,2022-03-04,25533.33333
금천구,2022-03-05,33670
금천구,2022-03-06,26478.125
금천구,2022-03-07,28500
금천구,2022-03-08,19080
금천구,2022-03-09,30755
금천구,2022-03-10,32619
금천구,2022-03-11,24930
금천구,2022-03-12,28818.51852
금천구,2022-03-13,25356.25
금천구,2022-03-14,27135.58824
금천구,2022-03-15,30365.78947
금천구,2022-03-16,28653.125
금천구,2022-03-17,28752.77778
금천구,2022-03-18,22605.11111
금천구,2022-03-19,25715.96154
금천구,2022-03-20,19933.33333
금천구,2022-03-21,29786.36364
금천구,2022-03-22,34318.88889
금천구,2022-03-23,27062.5
금천구,2022-03-24,22885.71429
금천구,2022-03-25,26520
금천구,2022-03-26,26977.2
금천구,2022-03-27,38375
금천구,2022-03-28,22742.85714
금천구,2022-03-29,32857.35294
금천구,2022-03-30,29305.55556
금천구,2022-03-31,22136.4
금천구,2022-04-01,25199.73684
금천구,2022-04-02,26721.94444
금천구,2022-04-03,28844.44444
금천구,2022-04-04,22404.16667
금천구,2022-04-05,18500
금천구,2022-04-06,26365.38462
금천구,2022-04-07,34019.23077
금천구,2022-04-08,25640
금천구,2022-04-09,32515.4375
금천구,2022-04-10,11000
금천구,2022-04-11,33812.75
금천구,2022-04-12,31677.77778
금천구,2022-04-13,32830
금천구,2022-04-14,24088.55556
금천구,2022-04-15,28166.36364
금천구,2022-04-16,28070
금천구,2022-04-17,21043.33333
금천구,2022-04-18,24706.25
금천구,2022-04-19,29435.45455
금천구,2022-04-20,25835
금천구,2022-04-21,22416.66667
금천구,2022-04-22,20847.1875
금천구,2022-04-23,24027.25
금천구,2022-04-24,25550
금천구,2022-04-25,22126.92308
금천구,2022-04-26,32317.75
금천구,2022-04-27,26909.09091
금천구,2022-04-28,25285.45455
금천구,2022-04-29,26761.66667
금천구,2022-04-30,32193.47826
금천구,2022-05-01,30750
금천구,2022-05-02,25837.5
금천구,2022-05-03,26850
금천구,2022-05-04,21811.11111
금천구,2022-05-05,25242.85714
금천구,2022-05-06,28514.28571
금천구,2022-05-07,25492.66667
금천구,2022-05-08,31000
금천구,2022-05-09,26860
금천구,2022-05-10,27404.16667
금천구,2022-05-11,20221.875
금천구,2022-05-12,21206.25
금천구,2022-05-13,28903.75
금천구,2022-05-14,27170.83333
금천구,2022-05-15,27091.66667
금천구,2022-05-16,25455.58333
금천구,2022-05-17,26336.71429
금천구,2022-05-18,19782.33333
금천구,2022-05-19,26756.42857
금천구,2022-05-20,26128.125
금천구,2022-05-21,24110
금천구,2022-05-22,34700
금천구,2022-05-23,26645.45455
금천구,2022-05-24,27580
금천구,2022-05-25,25890
금천구,2022-05-26,25915.625
금천구,2022-05-27,23964.44444
금천구,2022-05-28,33300
금천구,2022-05-29,22132.14286
금천구,2022-05-30,18936.36364
금천구,2022-05-31,22441.25
금천구,2022-06-01,25727.41176
금천구,2022-06-02,29425
금천구,2022-06-03,21245
금천구,2022-06-04,24690
금천구,2022-06-05,18775
금천구,2022-06-06,33866.66667
금천구,2022-06-07,38655.35714
금천구,2022-06-08,28250
금천구,2022-06-09,23853.84615
금천구,2022-06-10,19127.3
금천구,2022-06-11,26708.8
금천구,2022-06-12,25446.66667
금천구,2022-06-13,21971.875
금천구,2022-06-14,19226.25
금천구,2022-06-15,29050
금천구,2022-06-16,32116.66667
금천구,2022-06-17,21346.94444
금천구,2022-06-18,29185.29412
금천구,2022-06-19,33062.5
금천구,2022-06-20,30751.25
금천구,2022-06-21,27623.33333
금천구,2022-06-22,26293.18182
금천구,2022-06-23,23966.25
금천구,2022-06-24,32140.2
금천구,2022-06-25,24082.25
금천구,2022-06-26,26393.33333
금천구,2022-06-27,22043.63636
금천구,2022-06-28,23150
금천구,2022-06-29,24600
금천구,2022-06-30,26701.36364
금천구,2022-07-01,19260
금천구,2022-07-02,28440.8
금천구,2022-07-04,26485.52632
금천구,2022-07-05,22900
금천구,2022-07-06,30878.57143
금천구,2022-07-07,21756.25
금천구,2022-07-08,25228.57143
금천구,2022-07-09,24016.42857
금천구,2022-07-10,14250
금천구,2022-07-11,27105
금천구,2022-07-12,25520
금천구,2022-07-13,24812
금천구,2022-07-14,28600
금천구,2022-07-15,24150
금천구,2022-07-16,20349.66667
금천구,2022-07-17,18575
금천구,2022-07-18,21958.11111
금천구,2022-07-19,25214.36364
금천구,2022-07-20,15795.45455
금천구,2022-07-21,22975
금천구,2022-07-22,19878.63636
금천구,2022-07-23,24478.125
금천구,2022-07-24,12550
금천구,2022-07-25,21273.33333
금천구,2022-07-26,30031.42857
금천구,2022-07-27,24320
금천구,2022-07-28,20461.11111
금천구,2022-07-29,34650
금천구,2022-07-30,23158.92857
금천구,2022-07-31,19228.75
금천구,2022-08-01,17212.5
금천구,2022-08-02,20583.33333
금천구,2022-08-03,21785.71429
금천구,2022-08-04,34093.75
금천구,2022-08-05,24986.11111
금천구,2022-08-06,24023.625
금천구,2022-08-07,26800
금천구,2022-08-08,27271.42857
금천구,2022-08-09,27378.125
금천구,2022-08-10,22970
금천구,2022-08-11,17691.77778
금천구,2022-08-12,24286.875
금천구,2022-08-13,25426.38889
금천구,2022-08-14,24650
금천구,2022-08-15,26305
금천구,2022-08-16,24329.54545
금천구,2022-08-17,32730
금천구,2022-08-18,24240.55556
금천구,2022-08-19,26492.85714
금천구,2022-08-20,27096.76471
금천구,2022-08-21,25095
금천구,2022-08-22,20705
금천구,2022-08-23,22880
금천구,2022-08-24,32311.36364
금천구,2022-08-25,26020
금천구,2022-08-26,26259
금천구,2022-08-27,36637.54545
금천구,2022-08-28,18250
금천구,2022-08-29,23455.55556
금천구,2022-08-30,37780
금천구,2022-08-31,26971.81818
금천구,2022-09-01,28382.14286
금천구,2022-09-02,29843.75
금천구,2022-09-03,24704.5
금천구,2022-09-04,22841.66667
금천구,2022-09-05,23465
금천구,2022-09-06,36377.27273
금천구,2022-09-07,27881.66667
금천구,2022-09-08,32033.33333
금천구,2022-09-10,27150
금천구,2022-09-11,24000
금천구,2022-09-12,17833.33333
금천구,2022-09-13,23934.44444
금천구,2022-09-14,21107.21429
금천구,2022-09-15,23854
금천구,2022-09-16,29510
금천구,2022-09-17,29122.94118
금천구,2022-09-18,31370
금천구,2022-09-19,20620
금천구,2022-09-20,27858.33333
금천구,2022-09-21,33521.875
금천구,2022-09-22,27664.5
금천구,2022-09-23,26480.76923
금천구,2022-09-24,31167.85714
금천구,2022-09-25,31750
금천구,2022-09-26,22702.5
금천구,2022-09-27,17833.33333
금천구,2022-09-28,30104.375
금천구,2022-09-29,21215
금천구,2022-09-30,35624.5
금천구,2022-10-01,35227.27273
금천구,2022-10-02,41666.66667
금천구,2022-10-03,31160
금천구,2022-10-04,33841.11111
금천구,2022-10-05,44442.5
금천구,2022-10-06,32842.5
금천구,2022-10-07,32727.83333
금천구,2022-10-08,29965
금천구,2022-10-10,38000
금천구,2022-10-11,26040
금천구,2022-10-12,27950
금천구,2022-10-13,19700
금천구,2022-10-14,16600
금천구,2022-10-15,34567.2
금천구,2022-10-16,18050
금천구,2022-10-17,36475
금천구,2022-10-18,30297.22222
금천구,2022-10-19,24133.33333
금천구,2022-10-20,26174.85714
금천구,2022-10-21,22557.14286
금천구,2022-10-22,26457.69231
금천구,2022-10-23,26950
금천구,2022-10-24,27500
금천구,2022-10-25,27511.85714
금천구,2022-10-26,23327.22222
금천구,2022-10-27,41433.5
금천구,2022-10-28,29080
금천구,2022-10-29,28959.61538
금천구,2022-10-31,33751.25
금천구,2022-11-01,35890
금천구,2022-11-02,33018.75
금천구,2022-11-03,14000
금천구,2022-11-04,30406.25
금천구,2022-11-05,24792.91667
금천구,2022-11-06,26858.75
금천구,2022-11-07,22262.5
금천구,2022-11-08,32033.61538
금천구,2022-11-09,23888.88889
금천구,2022-11-10,12042.33333
금천구,2022-11-11,25097.77778
금천구,2022-11-12,24637.5
금천구,2022-11-13,51500
금천구,2022-11-14,33794
금천구,2022-11-15,35200
금천구,2022-11-16,25550
금천구,2022-11-17,29000
금천구,2022-11-18,35920
금천구,2022-11-19,31600
금천구,2022-11-20,15775
금천구,2022-11-21,26312.5
금천구,2022-11-22,37162.5
금천구,2022-11-23,28782.5
금천구,2022-11-24,24725
금천구,2022-11-25,24008.75
금천구,2022-11-26,32497.2
금천구,2022-11-27,39633.33333
금천구,2022-11-28,22172.5
금천구,2022-11-29,24050
금천구,2022-11-30,20533.33333
금천구,2022-12-01,22828.57143
금천구,2022-12-02,29450
금천구,2022-12-03,29925
금천구,2022-12-04,22233.33333
금천구,2022-12-05,21820
금천구,2022-12-06,18540
금천구,2022-12-07,34480
금천구,2022-12-08,24850
금천구,2022-12-09,22000
금천구,2022-12-10,30091.66667
금천구,2022-12-11,17743.33333
금천구,2022-12-12,37333.33333
금천구,2022-12-13,18300
금천구,2022-12-14,18950
금천구,2022-12-15,26978
금천구,2022-12-16,19056.25
금천구,2022-12-17,24741.25
금천구,2022-12-18,17000
금천구,2022-12-19,25550
금천구,2022-12-20,17671.42857
금천구,2022-12-21,20875.71429
금천구,2022-12-22,38360
금천구,2022-12-23,33960
금천구,2022-12-24,30044.66667
금천구,2022-12-25,18900
금천구,2022-12-26,28742.85714
금천구,2022-12-27,44733.33333
금천구,2022-12-28,27920
금천구,2022-12-29,22625
금천구,2022-12-30,27400
금천구,2022-12-31,22108.33333
금천구,2023-01-01,39000
금천구,2023-01-02,17830
금천구,2023-01-03,26750
금천구,2023-01-04,21533.33333
금천구,2023-01-05,25166.66667
금천구,2023-01-06,25530
금천구,2023-01-07,36070.5
금천구,2023-01-08,14000
금천구,2023-01-09,21250
금천구,2023-01-10,29335.35714
금천구,2023-01-11,31142.57143
금천구,2023-01-12,31654.375
금천구,2023-01-13,24816.18182
금천구,2023-01-14,32300
금천구,2023-01-16,26199.6
금천구,2023-01-17,29301.375
금천구,2023-01-18,21275
금천구,2023-01-19,28200
금천구,2023-01-20,21000
금천구,2023-01-24,25100
금천구,2023-01-25,20511.81818
금천구,2023-01-26,28173.57143
금천구,2023-01-27,17766.66667
금천구,2023-01-28,21508.33333
금천구,2023-01-29,23925
금천구,2023-01-30,34775
노원구,2022-01-01,35800
노원구,2022-01-03,27557.59091
노원구,2022-01-04,31084.52381
노원구,2022-01-05,28990.34043
노원구,2022-01-06,26461.76471
노원구,2022-01-07,30903.59375
노원구,2022-01-08,31349.43678
노원구,2022-01-09,30025
노원구,2022-01-10,31740.725
노원구,2022-01-11,27365.91176
노원구,2022-01-12,31055.68293
노원구,2022-01-13,27476.42105
노원구,2022-01-14,32206.33333
노원구,2022-01-15,32333.9759
노원구,2022-01-16,20575
노원구,2022-01-17,35801.89189
노원구,2022-01-18,31282.17647
노원구,2022-01-19,32521.47368
노원구,2022-01-20,29653.38889
노원구,2022-01-21,29815.375
노원구,2022-01-22,29589.7549
노원구,2022-01-23,35841.66667
노원구,2022-01-24,29364.51613
노원구,2022-01-25,25238.19444
노원구,2022-01-26,31714.28571
노원구,2022-01-27,30126.97368
노원구,2022-01-28,34080
노원구,2022-01-29,28896.875
노원구,2022-01-30,21182
노원구,2022-01-31,21892.5
노원구,2022-02-01,43100
노원구,2022-02-02,26412.5
노원구,2022-02-03,27318.42105
노원구,2022-02-04,30632.14286
노원구,2022-02-05,31410.32468
노원구,2022-02-06,15750
노원구,2022-02-07,24399.75
노원구,2022-02-08,29295.71053
노원구,2022-02-09,28084.36538
노원구,2022-02-10,29426.74468
노원구,2022-02-11,32941.66667
노원구,2022-02-12,30868.04444
노원구,2022-02-13,27742.85714
노원구,2022-02-14,33495.45455
노원구,2022-02-15,28632.71739
노원구,2022-02-16,29170.35714
노원구,2022-02-17,28969.26316
노원구,2022-02-18,28190.75
노원구,2022-02-19,30649.02439
노원구,2022-02-20,37400
노원구,2022-02-21,30221.21739
노원구,2022-02-22,29458.75
노원구,2022-02-23,27556.44
노원구,2022-02-24,35878.09302
노원구,2022-02-25,28849.74419
노원구,2022-02-26,29898.45588
노원구,2022-02-27,32265
노원구,2022-02-28,30219.97297
노원구,2022-03-01,29198.27586
노원구,2022-03-02,31812.6087
노원구,2022-03-03,26500.17391
노원구,2022-03-04,34481.81818
노원구,2022-03-05,30099.10345
노원구,2022-03-06,33000
노원구,2022-03-07,32145
노원구,2022-03-08,26529.41176
노원구,2022-03-09,28498.4375
노원구,2022-03-10,31554.54545
노원구,2022-03-11,23528.06452
노원구,2022-03-12,27358.06579
노원구,2022-03-13,42475
노원구,2022-03-14,28053.16129
노원구,2022-03-15,24558.55882
노원구,2022-03-16,28574.77143
노원구,2022-03-17,24353.26923
노원구,2022-03-18,29415.58537
노원구,2022-03-19,27884.65517
노원구,2022-03-20,23518.18182
노원구,2022-03-21,30051.78571
노원구,2022-03-22,30579.59459
노원구,2022-03-23,27467.5
노원구,2022-03-24,28463.82353
노원구,2022-03-25,24678.78049
노원구,2022-03-26,28858.24468
노원구,2022-03-27,27290
노원구,2022-03-28,34752.94118
노원구,2022-03-29,29587.14286
노원구,2022-03-30,36333.14815
노원구,2022-03-31,34447.32143
노원구,2022-04-01,29469.72222
노원구,2022-04-02,32140.46667
노원구,2022-04-03,51440
노원구,2022-04-04,23672.68182
노원구,2022-04-05,29361.36364
노원구,2022-04-06,22116.52174
노원구,2022-04-07,33641.75
노원구,2022-04-08,25888.70968
노원구,2022-04-09,29054.43038
노원구,2022-04-10,25110
노원구,2022-04-11,28570
노원구,2022-04-12,27331.14706
노원구,2022-04-13,38360.90909
노원구,2022-04-14,30526.78571
노원구,2022-04-15,34045.16129
노원구,2022-04-16,27927.875
노원구,2022-04-17,21983.33333
노원구,2022-04-18,26585.93103
노원구,2022-04-19,33141.66667
노원구,2022-04-20,28340.9375
노원구,2022-04-21,29576.5625
노원구,2022-04-22,28466.66667
노원구,2022-04-23,31849.12162
노원구,2022-04-24,28707.14286
노원구,2022-04-25,29109.48276
노원구,2022-04-26,28169.25926
노원구,2022-04-27,25369.09091
노원구,2022-04-28,27955.76923
노원구,2022-04-29,30245
노원구,2022-04-30,35059.60317
노원구,2022-05-01,29807.14286
노원구,2022-05-02,25853.62963
노원구,2022-05-03,31219.55882
노원구,2022-05-04,28633.26923
노원구,2022-05-05,28927.12903
노원구,2022-05-06,26695.51724
노원구,2022-05-07,31592.64706
노원구,2022-05-08,41000
노원구,2022-05-09,28393.92308
노원구,2022-05-10,27871.55263
노원구,2022-05-11,31945
노원구,2022-05-12,31534.7561
노원구,2022-05-13,35866.37931
노원구,2022-05-14,29959.45588
노원구,2022-05-15,22723
노원구,2022-05-16,22403.54545
노원구,2022-05-17,26236.8125
노원구,2022-05-18,31254.25
노원구,2022-05-19,25967.34783
노원구,2022-05-20,28971.03125
노원구,2022-05-21,26909.40816
노원구,2022-05-22,26159.6
노원구,2022-05-23,22955.6
노원구,2022-05-24,29053.36
노원구,2022-05-25,23643.61111
노원구,2022-05-26,29692.92308
노원구,2022-05-27,33163.63889
노원구,2022-05-28,28448.63014
노원구,2022-05-29,31350
노원구,2022-05-30,27940.71429
노원구,2022-05-31,30390
노원구,2022-06-01,32523.33333
노원구,2022-06-02,28228.25714
노원구,2022-06-03,30552.94118
노원구,2022-06-04,34562
노원구,2022-06-05,17000
노원구,2022-06-06,24727.27273
노원구,2022-06-07,27883.51852
노원구,2022-06-08,31317.06897
노원구,2022-06-09,35992.96296
노원구,2022-06-10,30338.93023
노원구,2022-06-11,32037.01299
노원구,2022-06-12,16065
노원구,2022-06-13,30185.29412
노원구,2022-06-14,26296.71429
노원구,2022-06-15,29088.46154
노원구,2022-06-16,27546.32353
노원구,2022-06-17,31102
노원구,2022-06-18,35862.19512
노원구,2022-06-19,27366.66667
노원구,2022-06-20,28940.91429
노원구,2022-06-21,26461.46341
노원구,2022-06-22,30466.66667
노원구,2022-06-23,31243.63415
노원구,2022-06-24,28248.52941
노원구,2022-06-25,29976.66667
노원구,2022-06-26,17983.33333
노원구,2022-06-27,29762.96296
노원구,2022-06-28,33213.7037
노원구,2022-06-29,34066
노원구,2022-06-30,27685
노원구,2022-07-01,27725.8
노원구,2022-07-02,29629.80392
노원구,2022-07-03,30600
노원구,2022-07-04,31784.96
노원구,2022-07-05,34600.47619
노원구,2022-07-06,29161.77143
노원구,2022-07-07,22892.5625
노원구,2022-07-08,28546.53333
노원구,2022-07-09,31809.75806
노원구,2022-07-10,24688.5
노원구,2022-07-11,29589.75758
노원구,2022-07-12,30207.46154
노원구,2022-07-13,24167.3
노원구,2022-07-14,30026.78571
노원구,2022-07-15,36552
노원구,2022-07-16,32275.29412
노원구,2022-07-17,30600
노원구,2022-07-18,32468.51852
노원구,2022-07-19,32589.28571
노원구,2022-07-20,30188.48148
노원구,2022-07-21,29353
노원구,2022-07-22,25597.24138
노원구,2022-07-23,30142.95775
노원구,2022-07-24,25530
노원구,2022-07-25,29896.2963
노원구,2022-07-26,28272.4
노원구,2022-07-27,26650.9375
노원구,2022-07-28,30067.41379
노원구,2022-07-29,29201.97368
노원구,2022-07-30,29995.30189
노원구,2022-07-31,25000
노원구,2022-08-01,23015.38462
노원구,2022-08-02,17830
노원구,2022-08-03,21518.75
노원구,2022-08-04,30493.84615
노원구,2022-08-05,32168.92857
노원구,2022-08-06,29253
노원구,2022-08-07,31800
노원구,2022-08-08,30170
노원구,2022-08-09,30648.21429
노원구,2022-08-10,30223.38462
노원구,2022-08-11,28635.80645
노원구,2022-08-12,31176.91429
노원구,2022-08-13,28947.22222
노원구,2022-08-14,30512.5
노원구,2022-08-15,29751.875
노원구,2022-08-16,31993.7037
노원구,2022-08-17,27380.65217
노원구,2022-08-18,29272.14286
노원구,2022-08-19,30459.38889
노원구,2022-08-20,25492.35849
노원구,2022-08-21,24425
노원구,2022-08-22,31565.73333
노원구,2022-08-23,30584.58621
노원구,2022-08-24,27804.41176
노원구,2022-08-25,30240.32258
노원구,2022-08-26,33720.89286
노원구,2022-08-27,30312.94444
노원구,2022-08-28,34456.125
노원구,2022-08-29,29420.63333
노원구,2022-08-30,27976.1875
노원구,2022-08-31,30777.27273
노원구,2022-09-01,27016.17647
노원구,2022-09-02,32579.28
노원구,2022-09-03,32725.3125
노원구,2022-09-04,36831.25
노원구,2022-09-05,29356.78571
노원구,2022-09-06,27453.63636
노원구,2022-09-07,28703.46154
노원구,2022-09-08,26964.79167
노원구,2022-09-09,29262.5
노원구,2022-09-10,37666.66667
노원구,2022-09-11,19000
노원구,2022-09-12,25692.5
노원구,2022-09-13,24229.37143
노원구,2022-09-14,27266.875
노원구,2022-09-15,34482.69231
노원구,2022-09-16,30055.14286
노원구,2022-09-17,29912.76119
노원구,2022-09-18,39112.5
노원구,2022-09-19,27011.66667
노원구,2022-09-20,30692.83333
노원구,2022-09-21,30617.2
노원구,2022-09-22,26210
노원구,2022-09-23,29142.75
노원구,2022-09-24,31501.36765
노원구,2022-09-25,31675
노원구,2022-09-26,26275.25926
노원구,2022-09-27,33336.63043
노원구,2022-09-28,28888.78261
노원구,2022-09-29,26004.54545
노원구,2022-09-30,27424.02439
노원구,2022-10-01,28562.13043
노원구,2022-10-02,33266.33333
노원구,2022-10-03,25419.83333
노원구,2022-10-04,30488.0303
노원구,2022-10-05,30225.17241
노원구,2022-10-06,31491.27273
노원구,2022-10-07,29527.61538
노원구,2022-10-08,28978.26786
노원구,2022-10-09,33500
노원구,2022-10-10,30297.36842
노원구,2022-10-11,28220
노원구,2022-10-12,26512.24138
노원구,2022-10-13,33849.23077
노원구,2022-10-14,32615.26316
노원구,2022-10-15,32463.07692
노원구,2022-10-16,30350
노원구,2022-10-17,25625.75
노원구,2022-10-18,23768.48
노원구,2022-10-19,34299.42308
노원구,2022-10-20,27832.08333
노원구,2022-10-21,28979.03226
노원구,2022-10-22,32968
노원구,2022-10-23,13137.5
노원구,2022-10-24,37171.94444
노원구,2022-10-25,28718.34483
노원구,2022-10-26,28376.31579
노원구,2022-10-27,26195.14286
노원구,2022-10-28,39384.09091
노원구,2022-10-29,32744.375
노원구,2022-10-30,32150
노원구,2022-10-31,30423.76471
노원구,2022-11-01,34330.90909
노원구,2022-11-02,34012.77419
노원구,2022-11-03,28159.61538
노원구,2022-11-04,30635.52
노원구,2022-11-05,31137.6
노원구,2022-11-06,38175
노원구,2022-11-07,26663.54167
노원구,2022-11-08,26083.36364
노원구,2022-11-09,28758.75
노원구,2022-11-10,27382.80769
노원구,2022-11-11,28942.38095
노원구,2022-11-12,32699.65079
노원구,2022-11-13,26750
노원구,2022-11-14,29605.26087
노원구,2022-11-15,31080
노원구,2022-11-16,26134.63158
노원구,2022-11-17,26871.5
노원구,2022-11-18,29850
노원구,2022-11-19,38945.83333
노원구,2022-11-20,26513.57143
노원구,2022-11-21,25862.24138
노원구,2022-11-22,30960.625
노원구,2022-11-23,29839.17857
노원구,2022-11-24,29780.61905
노원구,2022-11-25,26990.69231
노원구,2022-11-26,27034.21622
노원구,2022-11-27,37375
노원구,2022-11-28,28087.08333
노원구,2022-11-29,30640.58824
노원구,2022-11-30,31733.82353
노원구,2022-12-01,26814
노원구,2022-12-02,28760
노원구,2022-12-03,35392.12121
노원구,2022-12-04,68200
노원구,2022-12-05,31059.83871
노원구,2022-12-06,34642.85714
노원구,2022-12-07,32172.09677
노원구,2022-12-08,34261.46875
노원구,2022-12-09,34707.69231
노원구,2022-12-10,32858.90625
노원구,2022-12-11,20000
노원구,2022-12-12,28918.04
노원구,2022-12-13,24562.5625
노원구,2022-12-14,31538.15789
노원구,2022-12-15,33694.21739
노원구,2022-12-16,33800.45161
노원구,2022-12-17,36954.09091
노원구,2022-12-18,32657.28571
노원구,2022-12-19,28642
노원구,2022-12-20,28398.2
노원구,2022-12-21,32683.08333
노원구,2022-12-22,37581.57895
노원구,2022-12-23,30770.20833
노원구,2022-12-24,31410.89744
노원구,2022-12-25,36000
노원구,2022-12-26,32418
노원구,2022-12-27,26891.53846
노원구,2022-12-28,32701.5
노원구,2022-12-29,30831.25
노원구,2022-12-30,29538.67742
노원구,2022-12-31,36288.63636
노원구,2023-01-01,44000
노원구,2023-01-02,24983.26667
노원구,2023-01-03,34802.63158
노원구,2023-01-04,29535.8125
노원구,2023-01-05,27323.44
노원구,2023-01-06,29874.45833
노원구,2023-01-07,30079.93548
노원구,2023-01-08,40500
노원구,2023-01-09,29686
노원구,2023-01-10,31017.77273
노원구,2023-01-11,25248.65385
노원구,2023-01-12,24436.4
노원구,2023-01-13,32254.81481
노원구,2023-01-14,32287.25581
노원구,2023-01-15,28600
노원구,2023-01-16,29669.18182
노원구,2023-01-17,29430.92593
노원구,2023-01-18,33257.83333
노원구,2023-01-19,30926.92308
노원구,2023-01-20,33348.33333
노원구,2023-01-21,25000
노원구,2023-01-24,23500
노원구,2023-01-25,29345.35714
노원구,2023-01-26,25458.33333
노원구,2023-01-27,26065.5
노원구,2023-01-28,35740.83333
노원구,2023-01-29,16000
노원구,2023-01-30,26700
도봉구,2022-01-01,51066.66667
도봉구,2022-01-03,28144.47368
도봉구,2022-01-04,27745
도봉구,2022-01-05,27669.23077
도봉구,2022-01-06,28572.72727
도봉구,2022-01-07,30105
도봉구,2022-01-08,21387.5
도봉구,2022-01-09,19000
도봉구,2022-01-10,32750.95238
도봉구,2022-01-11,30178.57143
